1797,Galloping Goose to the Milky Way and the Barde Knockie Trail,Matheson Lake Regional Park,moderate,4,4.3 km,82 m,Loop,", Kid friendly, Hiking, Nature trips, Bird watching, Dog friendly, Forest, Rails trails, Views, Waterfall, Wildflowers, Historic site",https://www.alltrails.com/trail/canada/british-columbia/galloping-goose-to-the-milky-way-and-the-barde-knockie-trail?ref=result-card
1798,Galloping Goose Regional Trail: Sooke to Victoria,Sea to Sea Regional Park,moderate,4.3,59.1 km,416 m,Point to point,", Dogs on leash, Backpacking, Cross-country skiing, Hiking, Mountain biking, Nature trips, Road biking, Walking, Running, Forest, Partially paved, River, Wildflowers, Bugs, Off trail, Historic site",https://www.alltrails.com/trail/canada/british-columbia/galloping-goose-regional-trail-sooke-to-victoria?ref=result-card
1799,Qualicum to Parksville Trail ,"Qualicum Beach, British Columbia",moderate,4,27.5 km,336 m,Out &amp; back,", Nature trips, Road biking, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/qualicum-parksville-bike-route?ref=result-card
1800,Partridge Hills Trail,Gowlland Tod Provincial Park,moderate,3.6,3.7 km,183 m,Loop,", Mountain biking, Walking, Running, Dog friendly",https://www.alltrails.com/trail/canada/british-columbia/partridge-hills-trail?ref=result-card
1801,Rainbow Range Trail,Tweedsmuir South Provincial Park,moderate,4,12.4 km,407 m,Out &amp; back,", Backpacking, Camping, Hiking, Nature trips, Bird watching, Forest, Lake, River, Views, Wildflowers, Wildlife, Bugs, Muddy, Scramble, No shade",https://www.alltrails.com/trail/canada/british-columbia/rainbow-range-trail?ref=result-card
1802,Burnaby Mountain Lower Snake Trail to Gear Jammer,Burnaby Mountain Conservation Area,moderate,4.1,2.4 km,274 m,Point to point,", Dogs on leash, Hiking, Mountain biking, Forest, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/burnaby-mountain-lower-snake-trail-to-gear-jammer?ref=result-card
1803,"Mount Ragged, Thunderbird Mountain Loop",Sooke Mountain Provincial Park,moderate,3.7,8.9 km,439 m,Loop,", Hiking, Nature trips, Walking, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/mount-ragged-thunderbird-mountain-loop?ref=result-card
1804,Cleveland Dam Loop from Rabbit Lane,Capilano River Regional Park,moderate,4.5,5.1 km,205 m,Loop,", Kid friendly, Hiking, Nature trips, Walking, Bird watching, Dog friendly, Forest, Lake, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/rabbit-lane?ref=result-card
1805,Halliday Ridge Trail,Mount Parke Regional Park,moderate,4.2,3.2 km,148 m,Loop,", Hiking, Nature trips, Walking, Dog friendly, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/halliday-ridge-trail?ref=result-card
1806,"Moonrakers Classic Short (Arrowhead, Tonight Tequila, Tower Road, Bear Claw)",Moonraker Trails Recreation Site,moderate,3.8,8.0 km,165 m,Loop,", Dogs on leash, Hiking, Mountain biking, Nature trips, Walking, Bird watching, Forest, Lake, Views, Wildflowers",https://www.alltrails.com/trail/canada/british-columbia/moonrakers-classic-short-arrowhead-tonight-tequila-tower-road-bear-claw?ref=result-card
1807,Cliff Trail,Mount Geoffrey Escarpment Provincial Park,moderate,4.6,6.0 km,273 m,Out &amp; back,", Hiking, Mountain biking, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/cliff-trail?ref=result-card
1808,1912 Mill Site via Ballantree and Kildonan Trail Loop,Ballantree Park,moderate,3.7,2.9 km,148 m,Loop,", Dogs on leash, Kid friendly, Hiking, Nature trips, Running, Forest, Views, Wildlife, Historic site",https://www.alltrails.com/trail/canada/british-columbia/1912-mill-site-via-ballantree-and-kildonan-trail-loop?ref=result-card
1809,Brigade Lake Trail ,"Alberni-Clayoquot Regional, British Columbia",moderate,3.8,10.0 km,887 m,Out &amp; back,", Backpacking, Camping, Fishing, Hiking, Nature trips, Snowshoeing, Dog friendly, Forest, Lake, River, Views, Wildflowers, Wildlife, Blowdown, Over grown, Washed out",https://www.alltrails.com/trail/canada/british-columbia/brigade-lake-trail?ref=result-card
1810,What's Up Doc &amp; EcoTerrorist (green/blue) Loop,"Fernie, British Columbia",moderate,3.9,4.3 km,168 m,Loop,", Mountain biking, Nature trips, Walking, Bird watching, Dog friendly, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/whats-up-coc-ecoterrorist-green-blue-loop?ref=result-card
1811,Lower Elk Lake and Frozen Lake Loop,Elk Lakes Provincial Park,moderate,4.4,13.7 km,994 m,Loop,", Camping, Hiking, Nature trips, Walking, Running, Forest, Lake, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/frozen-lake--2?ref=result-card
1812,Broom Hill and Kemp Lake via Wetland Trail,"Capital H , British Columbia",moderate,4.5,9.0 km,270 m,Out &amp; back,", Kid friendly, Hiking, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/broom-hill-and-kemp-lake-via-wetland-trail?ref=result-card
1813,Island Lake from Mount Fernie Park Road,"Regional District of East Kootenay, British Columbia",moderate,4.7,4.8 km,248 m,Out &amp; back,", Hiking, Nature trips, Walking, Forest, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/island-lake-from-mount-fernie-park-road?ref=result-card
1814,Goat Lake Trail,Cathedral Provincial Park,moderate,4,11.3 km,452 m,Out &amp; back,", Hiking, Forest, Lake, Views, Rocky, No dogs",https://www.alltrails.com/trail/canada/british-columbia/goat-lake-trail--2?ref=result-card
1815,Cranbrook Mountain Trail ,"Cranbrook, British Columbia",moderate,4,8.9 km,766 m,Out &amp; back,", Hiking, Nature trips, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/cranbrook-mountain-trail?ref=result-card
1816,Wetland and Lucifer's Crank Trail,"Capital H , British Columbia",moderate,4.1,7.2 km,228 m,Loop,", Hiking, Running, Forest, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/wetland-and-lucifers-crank-trail?ref=result-card
1817,"Pond Loop, 38DD, Twista Loop Trail",Kalamalka Lake Provincial Park,moderate,4,3.9 km,194 m,Loop,", Hiking, Mountain biking, Nature trips, Bird watching, Dog friendly, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/pond-loop-38dd-twista-loop-trail?ref=result-card
1818,Margaret Falls to Reinecker Creek Trail,Herald Provincial Park,moderate,4,11.1 km,461 m,Out &amp; back,", Hiking, Running, Forest, Views, Wildlife, Snow",https://www.alltrails.com/trail/canada/british-columbia/margaret-falls-to-reinecker-creek-trail?ref=result-card
1819,Dilemma MTB Trail,"Fraser Valley Regional, British Columbia",moderate,4.3,2.7 km,233 m,Out &amp; back,", Mountain biking, Dog friendly, Forest, Views, Blowdown, Rocky",https://www.alltrails.com/trail/canada/british-columbia/dilemma-mtb-trail?ref=result-card
1820,Frenchman's Ridge,"Golden, British Columbia",moderate,3.1,2.6 km,371 m,Loop,", Hiking, Nature trips, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/frenchman-s-ridge--2?ref=result-card
1821,Boivin Creek Trail,"Elkford, British Columbia",moderate,4.4,8.5 km,580 m,Out &amp; back,", Hiking, Mountain biking, Nature trips, Walking, Running, Forest, River, Views, Wildlife, Muddy, Snow",https://www.alltrails.com/trail/canada/british-columbia/boivin-creek-trail?ref=result-card
1822,Rusty Chainsaw Loop,"Trail, British Columbia",moderate,4.4,7.4 km,293 m,Loop,", Hiking, Mountain biking, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/rusty-chainsaw-loop?ref=result-card
1823,The Lizard,"Sicamous, British Columbia",moderate,3.5,1.6 km,133 m,Out &amp; back,", Hiking, Mountain biking, Nature trips, Snowshoeing, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/the-lizard?ref=result-card
1824,Mary's Peak and Puzzle Peak via Grass Lake Trail,Sea to Sea Regional Park,moderate,3.9,17.1 km,790 m,Loop,", Dogs on leash, Hiking, Nature trips, Bird watching, Forest, Lake, River, Views",https://www.alltrails.com/trail/canada/british-columbia/mary-s-peak-and-puzzle-peak-via-grass-lake-trail?ref=result-card
1825,Smallwood Trail,Kokanee Glacier Provincial Park,moderate,3.6,3.5 km,214 m,Out &amp; back,", Hiking, Mountain biking, Nature trips, Walking, Bird watching, Forest, Views, Wildflowers, Wildlife, Muddy, Rocky, No dogs",https://www.alltrails.com/trail/canada/british-columbia/smallwood-trail?ref=result-card
1826,False Creek Loop via Mount Pleasant Community Centre,"Vancouver, British Columbia",moderate,3.7,12.1 km,126 m,Loop,", Dogs on leash, Hiking, Walking, Running, Lake, Paved, Views",https://www.alltrails.com/trail/canada/british-columbia/false-creek-loop-via-mount-pleasant-community-centre?ref=result-card
1827,Bere Point Trail,Bere Point Regional Park,moderate,4.2,10.5 km,287 m,Out &amp; back,", Hiking, Nature trips, Walking, Beach, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/bere-point-trail?ref=result-card
1828,Meat Sweats and Jersey Shore DH MTB Trails,Cypress Provincial Park,moderate,4,2.4 km,39 m,Point to point,", Mountain biking, Forest, Views, Wildlife, No dogs",https://www.alltrails.com/trail/canada/british-columbia/meat-sweats-and-jersey-shore-dh-mtb-trails?ref=result-card
1829,Turbine Canyon Campground via Beatty Lake Trail,Height of the Rockies Provincial Park,moderate,5,10.3 km,799 m,Point to point,", Backpacking, Camping, Hiking, Nature trips, Forest, Lake, Views, Wildflowers, Wildlife, Bugs",https://www.alltrails.com/trail/canada/british-columbia/turbine-canyon-campground-via-beatty-lake-trail?ref=result-card
1830,Bergeron Cliffs Trail,"Tumbler Ridge, British Columbia",moderate,4.6,5.5 km,386 m,Out &amp; back,", Dogs on leash, Hiking, Nature trips, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/bergeron-cliffs-trail?ref=result-card
1831,Mount Kitchener,"Sayward, British Columbia",moderate,4,5.3 km,568 m,Out &amp; back,", Camping, Hiking, Nature trips, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/kitchener?ref=result-card
1832,Vermilion Peak,Banff National Park,moderate,4.8,6.3 km,"1,130 m",Out &amp; back,", Hiking, Nature trips, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/vermillion-peak?ref=result-card
1833,Batchelor Hills Loop,Lac Du Bois Grasslands Provincial Park,moderate,4.2,10.1 km,304 m,Loop,", Dogs on leash, Hiking, Nature trips, Running, River, Views, Wildflowers, Wildlife, No shade",https://www.alltrails.com/trail/canada/british-columbia/batchelor-hills-loop?ref=result-card
1834,Baldy Summit to Gilly’s Cabin,"Osoyoos, British Columbia",moderate,4.3,11.3 km,596 m,Loop,", Nature trips, Snowshoeing, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/baldy-summit-to-gillys-cabin?ref=result-card
1835,Maple Mountain Park Road,Osborne Bay Park,moderate,3.3,10.5 km,412 m,Out &amp; back,", Dogs on leash, Hiking, Mountain biking, Nature trips, Walking, Bird watching, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/maple-mountain-park-road?ref=result-card
1836,Wetland Trail,"Capital H , British Columbia",moderate,4.6,6.6 km,224 m,Out &amp; back,", Kid friendly, Hiking, Walking, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/wetland-trail?ref=result-card
1837,White Lake Provincial Park &amp; Bastion-Ivy Fire Trail,White Lake Provincial Park,moderate,3.7,19.8 km,581 m,Out &amp; back,", Backpacking, Camping, Hiking, Mountain biking, Nature trips, Walking, Bird watching, Running, Dog friendly, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/white-lake-provincial-park-bastion-ivy-fire-trail?ref=result-card
1838,Short N' Curly Loop,Cumberland Community Forest,moderate,4.7,2.1 km,38 m,Out &amp; back,", Dogs on leash, Kid friendly, Hiking, Bird watching, Forest, Lake, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/short-n-curly-loop?ref=result-card
1839,Deep Cove Lookout Loop via Perimeter Trail,Mount Seymour Provincial Park,moderate,3.2,6.3 km,276 m,Loop,", Dogs on leash, Hiking, Nature trips, Bird watching, Running, Forest, Lake, Views, Wildflowers, Wildlife, Rocky",https://www.alltrails.com/trail/canada/british-columbia/deep-cove-look-out-loop-via-perimeter-trail?ref=result-card
1840,Skaha Bluffs Pictographs,Skaha Bluffs Provincial Park,moderate,3.8,5.6 km,262 m,Out &amp; back,", Hiking, Walking, Forest, Views, Wildflowers, Wildlife, Over grown, Rocky",https://www.alltrails.com/trail/canada/british-columbia/pictograph-hike?ref=result-card
1841,KVR Trail from Penticton to Railway Trestles,"Okanagan-Similkameen F, British Columbia",moderate,3.9,11.7 km,282 m,Out &amp; back,", Hiking, Nature trips, Road biking, Rails trails, Views",https://www.alltrails.com/trail/canada/british-columbia/kvr-trail-from-penticton-to-railway-trestles?ref=result-card
1842,Birkenhead Lake Trail,Birkenhead Lake Provincial Park,moderate,3.8,13.8 km,626 m,Out &amp; back,", Dogs on leash, Kid friendly, Hiking, Nature trips, Bird watching, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/wilderness-trail?ref=result-card
1843,Highland Road and Panhandle Trail,Francis King Regional Park,moderate,3.7,3.5 km,86 m,Loop,", Kid friendly, Hiking, Nature trips, Walking, Running, Forest, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/highland-road-and-panhandle-trail?ref=result-card
1844,Flower Springs Lake Trail,Flower Springs Lake,moderate,4.8,11.4 km,332 m,Out &amp; back,", Hiking, Nature trips, Walking, Lake, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/flower-springs?ref=result-card
1845,Mount Tzouhalem and Tzouhalem,Mount Tzouhalem Municipal Forest,moderate,4.2,12.9 km,534 m,Loop,", Hiking, Mountain biking, Nature trips, Walking, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/mount-tzouhalem-and-tzouhalem?ref=result-card
1846,Laburnum Trails,"Qualicum Beach, British Columbia",moderate,3.9,2.7 km,69 m,Loop,", Hiking, Mountain biking, Running, Forest",https://www.alltrails.com/trail/canada/british-columbia/laburnum-trails?ref=result-card
1847,Blue Mountain Riding Area Trails,"Maple Ridge, British Columbia",moderate,3.5,20.3 km,700 m,Out &amp; back,", OHV/Off-road driving, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/blue-mountain-riding-area-trails?ref=result-card
1848,"Corduroy, Bombardier, Lorax, and Smokin' Bobo",Mission Municipal Forest,moderate,3.3,5.8 km,306 m,Loop,", Hiking, Mountain biking, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/corduroy-bombardier-lorax-and-smokin-bobo?ref=result-card
1849,Woodward and Illahie Trail Loop to Mount Newman and Pickles' Bluff,John Dean Provincial Park,moderate,4.1,3.7 km,209 m,Loop,", Hiking, Nature trips, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/woodward-and-illahie-trail-loop-to-mount-newman-and-pickles-bluff?ref=result-card
1850,Telemark Panorama Snow Shoe Trail,Telemark Cross Country Ski Trails Recreation Site,moderate,4.3,6.1 km,192 m,Loop,", Nature trips, Snowshoeing, Forest",https://www.alltrails.com/trail/canada/british-columbia/telemark-panorama-snow-shoe-trail?ref=result-card
1851,Gass Mountain to Galena Caves via Memory Lake Trail,Don Getty Wildland Provincial Park,moderate,3.8,10.6 km,532 m,Loop,", Hiking, Nature trips, Bird watching, Cave, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/alberta/gass-mountain-to-galena-caves?ref=result-card
1852,Holzworth Meadows,"Peace River, British Columbia",moderate,4.4,7.6 km,591 m,Loop,", Hiking, Walking, Forest, River, Views, Rocky, Snow",https://www.alltrails.com/trail/canada/british-columbia/holzworth-meadows?ref=result-card
1853,Loon Lake via Silver Valley Rd,UBC Malcolm Knapp Research Forest,moderate,3.9,16.1 km,358 m,Loop,", Hiking, Bird watching, Forest, Lake, Views, Wildlife, No dogs",https://www.alltrails.com/trail/canada/british-columbia/loon-lake-via-silver-valley-rd?ref=result-card
1854,Trophy Chalet,"Clearwater, British Columbia",moderate,4.8,6.3 km,475 m,Out &amp; back,", Hiking, Forest, Views, Snow",https://www.alltrails.com/trail/canada/british-columbia/approach-to-table-mountain-chalet?ref=result-card
1855,Robinson Lake Trail,"Kitimat, British Columbia",moderate,4.8,7.7 km,363 m,Out &amp; back,", Hiking, Nature trips, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/robinson-lake-trail?ref=result-card
1856,South Slope Trail,Pinecone Burke Provincial Park ,moderate,3.6,7.4 km,521 m,Loop,", Hiking, Nature trips, Walking, Bird watching, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/south-slope-trail?ref=result-card
1857,Englishman River Channel and Clay Banks Trail Loop,"Nanaimo F, British Columbia",moderate,3.5,5.3 km,93 m,Loop,", Kid friendly, Hiking, Nature trips, Bird watching, Dog friendly, Forest, River, Views, Wildlife, Muddy",https://www.alltrails.com/trail/canada/british-columbia/englishman-river-channel-and-clay-banks-trail-loop?ref=result-card
1858,"Prickly Pear, Ponderosa, Ridge, Sunset, Upper Doug Daws, and Red Tail Trails",Kenna Cartwright Nature Park,moderate,4.1,9.3 km,332 m,Loop,", Hiking, Nature trips, Walking, Running",https://www.alltrails.com/trail/canada/british-columbia/prickly-pear-ponderosa-ridge-sunset-upper-doug-daws-and-red-tail-trails?ref=result-card
1859,Slocan-Evans Trail,Valhalla Provincial Park,moderate,4.2,8.2 km,234 m,Out &amp; back,", Backpacking, Camping, Hiking, Lake, River, No dogs",https://www.alltrails.com/trail/canada/british-columbia/slocan-evans-trail?ref=result-card
1860,BC Parkway,"Burnaby, British Columbia",moderate,3.5,15.6 km,151 m,Point to point,", Hiking, Mountain biking, Walking, Partially paved, Views",https://www.alltrails.com/trail/canada/british-columbia/bc-parkway?ref=result-card
1861,Hunter Trail: Right Fork,"Mission, British Columbia",moderate,3.6,8.2 km,360 m,Out &amp; back,", Hiking, Nature trips, Bird watching, Forest, Lake, Views, Wildlife, Bugs",https://www.alltrails.com/trail/canada/british-columbia/hunter-trail-right-fork?ref=result-card
1862,Rose Valley OHV Loop,"West Kelowna, British Columbia",moderate,4.3,22.2 km,"1,110 m",Loop,", OHV/Off-road driving, Forest, Lake, Views",https://www.alltrails.com/trail/canada/british-columbia/rose-valley-ohv-loop?ref=result-card
1863,Ammonite Falls Lake View,Benson Creek Falls Regional Park ,moderate,4.1,6.0 km,271 m,Loop,", Hiking, Nature trips, Views, Waterfall, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/ammonite-falls-lake-view?ref=result-card
1864,Wreck Beach and Foreshore Trail,"Greater Vancouver A, British Columbia",moderate,3.9,6.8 km,112 m,Out &amp; back,", Hiking, Nature trips, Bird watching, Beach, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/wreck-beach-and-foreshore-trail?ref=result-card
1865,"Locomotion, Jughead, and the Link","Parksville, British Columbia",moderate,3.8,7.2 km,185 m,Loop,", Hiking, Mountain biking, Walking, Running, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/locomotion-jughead-and-the-link?ref=result-card
1866,"Great Northern, Evening Ridge and Mountain Station","Nelson, British Columbia",moderate,4.3,6.3 km,326 m,Loop,", Mountain biking, Nature trips, Walking, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/mountain-station-trails?ref=result-card
1867,Fire Mountain ,"Kitimat, British Columbia",moderate,4.1,3.1 km,274 m,Out &amp; back,", Hiking, Nature trips, Bird watching, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/fire-mountain--3?ref=result-card
1868,Deeks Bluff via Howe Sound Crest Trail,Cypress Provincial Park,moderate,2.8,10.0 km,496 m,Loop,", Hiking, Nature trips, Bird watching, Forest, Wildflowers, Wildlife, Over grown",https://www.alltrails.com/trail/canada/british-columbia/deeks-bluff-via-howe-sound-crest-trail?ref=result-card
1869,"Shock Treatment, Two Trees, Ruffles and Emergency 1 Trail ",Mount Work Regional Park,moderate,3.7,4.3 km,95 m,Loop,", Kid friendly, Hiking, Mountain biking, Nature trips, Bird watching, Dog friendly, Forest, Views, Wildflowers",https://www.alltrails.com/trail/canada/british-columbia/shock-treatment-two-trees-ruffles-and-emergency-1-trail?ref=result-card
1870,Stromberg Falls Trail,"Texada Island, British Columbia",moderate,3.7,1.6 km,56 m,Out &amp; back,", Kid friendly, Hiking, Nature trips, Walking, Bird watching, Cave, Dog friendly, Forest, River, Views, Waterfall, Wildflowers, Wildlife, Blowdown, Muddy, Over grown, Rocky, Scramble",https://www.alltrails.com/trail/canada/british-columbia/stromberg-falls-trail?ref=result-card
1871,Mount Bruce,"East Kootenay G, British Columbia",moderate,3.8,6.4 km,664 m,Out &amp; back,", Hiking, Nature trips, Forest, Views, Wildflowers, Wildlife, Scramble",https://www.alltrails.com/trail/canada/british-columbia/mount-bruce?ref=result-card
1872,Duck Farm Loop,"Fraser Valley Regional, British Columbia",moderate,4,5.3 km,291 m,Loop,", Hiking, Mountain biking, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/duck-farm-loop?ref=result-card
1873,Hayward Lake,Hayward Lake Recreation Area,moderate,3,17.5 km,387 m,Loop,", Hiking, Forest, Lake, Views, Waterfall, Bridge out",https://www.alltrails.com/trail/canada/british-columbia/hayward-lake--5?ref=result-card
1874,Manzanita Mountain,"Texada Island, British Columbia",moderate,4.7,6.0 km,228 m,Loop,", Hiking, Nature trips, Snowshoeing, Walking, Bird watching, Dog friendly, Forest, Views, Wildflowers, Wildlife, Blowdown, Muddy, Over grown, Rocky, Scramble",https://www.alltrails.com/trail/canada/british-columbia/manzanita-mountain?ref=result-card
1875,Garnet Lake Trail,"Peachland, British Columbia",moderate,2.3,14.8 km,493 m,Out &amp; back,", Hiking, Nature trips, Bird watching, Forest, Lake, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/garnet-lake-trail?ref=result-card
1876,Falls Lake to Zoe Peak Trail,Coquihalla Summit Recreation Area,moderate,4.7,12.1 km,781 m,Loop,", Dogs on leash, Backpacking, Hiking, Forest, Lake, Waterfall, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/falls-lake-to-zoe-peak-trail?ref=result-card
1877,"Iron Mask, Crank N' Cujo Loop","Kamloops, British Columbia",moderate,4.6,7.6 km,167 m,Loop,", Hiking, Mountain biking, Nature trips, Forest",https://www.alltrails.com/trail/canada/british-columbia/iron-mask-crank-n-cujo-loop?ref=result-card
1878,Lumpy's Epic,"Pemberton, British Columbia",moderate,4.8,7.6 km,278 m,Loop,", Hiking, Nature trips, Bird watching, Lake, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/lumpy-s-epic?ref=result-card
1879,Dixon Lake Loop,"Regional District of North Okanagan, British Columbia",moderate,2.9,7.6 km,304 m,Loop,", Hiking, Walking, Bird watching, Forest, Lake, River, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/dixon-lake-loop?ref=result-card
1880,Marion Lake Lookout via Abbott Ridge Trail,Glacier National Park,moderate,3.4,5.5 km,514 m,Out &amp; back,", Dogs on leash, Kid friendly, Hiking, Snowshoeing, Bird watching, Forest, Lake, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/marion-lake-lookout-via-abbott-ridge-trail?ref=result-card
1881,Iron Mask Loop,"Kamloops, British Columbia",moderate,4,10.0 km,209 m,Loop,", Hiking, Mountain biking, Nature trips, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/iron-mask-loop?ref=result-card
1882,Diamond Trail Loop,Cathedral Provincial Park,moderate,3.8,9.2 km,382 m,Loop,", Hiking, Nature trips, Bird watching, Forest, Lake, Views, Wildflowers, Wildlife, No dogs",https://www.alltrails.com/trail/canada/british-columbia/diamond-trail-loop?ref=result-card
1883,Jacobson Lake to Grant Pond,"Okanagan-Similkameen H, British Columbia",moderate,4.3,4.7 km,378 m,Point to point,", Hiking, Nature trips, Walking, Bird watching, Forest, Views, Wildlife, Snow",https://www.alltrails.com/trail/canada/british-columbia/jacobson-lake-to-grant-pond?ref=result-card
1884,Giant's Head Grind and East Ridge Loop,Giant's Head Mountain Park,moderate,4.5,4.8 km,306 m,Loop,", Hiking, Nature trips, Views, Wildlife, No shade",https://www.alltrails.com/trail/canada/british-columbia/giants-head-grind-and-east-ridge-loop?ref=result-card
1885,Bennet Road Trail,"Nanaimo G, British Columbia",moderate,3.4,7.9 km,130 m,Loop,", Hiking, Nature trips, Walking, Running, Views",https://www.alltrails.com/trail/canada/british-columbia/bennet-road-trail?ref=result-card
1886,Baldy Mountain Resort Snowshoe Loop,"Osoyoos, British Columbia",moderate,4.4,11.9 km,474 m,Loop,", Kid friendly, Hiking, Nature trips, Snowshoeing, Forest, Views, Wildlife, Snow",https://www.alltrails.com/trail/canada/british-columbia/baldy-mountain-resort-snowshoe-loop?ref=result-card
1887,Trans Canada Trail: Cowichan Valley,"Cowichan Valley Regional, British Columbia",moderate,4.6,133.6 km,"1,130 m",Point to point,", Backpacking, Hiking, Nature trips, Walking, Bird watching, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/trans-canada-trail-cowichan-valley?ref=result-card
1888,Twisted Sisters Trail,Kalamalka Lake Provincial Park,moderate,3.8,5.6 km,394 m,Out &amp; back,", Hiking, Mountain biking, Walking, Running, Dog friendly, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/twisted-sisters-trail?ref=result-card
1889,Rowntree and Holmes Peak Loop,Gowlland Tod Provincial Park,moderate,4.3,5.6 km,202 m,Loop,", Dogs on leash, Hiking, Nature trips, Bird watching, Running, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/rowntree-and-holmes-peak-loop?ref=result-card
1890,Jutland Mountain from Harris Lake,Strathcona Provincial Park,moderate,5,10.9 km,880 m,Out &amp; back,", Backpacking, Hiking, Nature trips, Forest, Lake, Views, Wildflowers, Wildlife, Over grown, Rocky",https://www.alltrails.com/trail/canada/british-columbia/jutland-mountain-from-harris-lake?ref=result-card
1891,Take it Easy,Columbia Wetlands Wildlife Management Area,moderate,3.4,4.7 km,172 m,Loop,", Dogs on leash, Mountain biking, Walking, Forest, River, Views",https://www.alltrails.com/trail/canada/british-columbia/take-it-easy?ref=result-card
1892,Coyote Crossing,Valleyview Nature Park,moderate,3.9,2.9 km,119 m,Out &amp; back,", Dogs on leash, Hiking, Mountain biking, Nature trips, Walking, Bird watching, Views",https://www.alltrails.com/trail/canada/british-columbia/coyote-crossing?ref=result-card
1893,Grainger Precinct and Pond Loop,Knox Mountain Park,moderate,4.5,5.6 km,261 m,Loop,", Kid friendly, Hiking, Running, Forest, Views, Wildflowers, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/grainger-precinct-and-pond-loop?ref=result-card
1894,Mount Haffner,Kootenay National Park,moderate,4.3,9.2 km,"1,109 m",Out &amp; back,", Hiking, Snowshoeing, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/mount-haffner?ref=result-card
1895,Eric Dunning Trail,Golden Ears Provincial Park,moderate,4.1,4.0 km,239 m,Out &amp; back,", Hiking, Walking, Forest, Views",https://www.alltrails.com/trail/canada/british-columbia/eric-dunning-trail?ref=result-card
1896,Mount Campbell via Tower Road,Campbell Mountain Mountain Biking Trail Park,moderate,3.7,5.3 km,227 m,Out &amp; back,", Hiking, Mountain biking, Nature trips, Running, Forest, Views, Wildlife",https://www.alltrails.com/trail/canada/british-columbia/sandy-climb-and-tower-road?ref=result-card
